"dataEmissao","tipoDespesa","valorLiq"
"03/06","SERVIÇOS POSTAIS",43.5
"03/06","SERVIÇOS POSTAIS",19.5
"03/06","SERVIÇOS POSTAIS",67.47
"03/06","SERVIÇOS POSTAIS",41.09
"03/06","SERVIÇOS POSTAIS",92.47
"03/06","SERVIÇOS POSTAIS",626.66
"03/06","SERVIÇOS POSTAIS",61.4
"03/06","SERVIÇOS POSTAIS",154
"03/06","SERVIÇOS POSTAIS",56.23
"03/06","SERVIÇOS POSTAIS",43.41
"03/06","SERVIÇOS POSTAIS",36.6
"03/06","SERVIÇOS POSTAIS",9.3
"03/06","SERVIÇOS POSTAIS",747.84
"03/06","SERVIÇOS POSTAIS",972.34
"03/06","SERVIÇOS POSTAIS",125.65
"03/06","SERVIÇOS POSTAIS",23.75
"03/06","SERVIÇOS POSTAIS",49.2
"03/06","SERVIÇOS POSTAIS",24.7
"03/06","SERVIÇOS POSTAIS",132
"03/06","SERVIÇOS POSTAIS",7.5
"03/06","SERVIÇOS POSTAIS",17.95
"03/06","SERVIÇOS POSTAIS",142.5
"03/06","SERVIÇOS POSTAIS",12.35
"03/06","SERVIÇOS POSTAIS",12.35
"03/06","SERVIÇOS POSTAIS",24
"03/06","SERVIÇOS POSTAIS",157.5
"06/06","SERVIÇOS POSTAIS",35.7
"06/06","SERVIÇOS POSTAIS",91.9
"06/06","SERVIÇOS POSTAIS",84.72
"06/06","SERVIÇOS POSTAIS",31.32
"06/06","SERVIÇOS POSTAIS",20.65
"06/06","SERVIÇOS POSTAIS",4.5
"06/06","SERVIÇOS POSTAIS",26.14
"06/06","SERVIÇOS POSTAIS",78.76
"06/06","SERVIÇOS POSTAIS",78.76
"06/06","SERVIÇOS POSTAIS",32.7
"06/06","SERVIÇOS POSTAIS",48.68
"06/06","SERVIÇOS POSTAIS",50.06
"06/06","SERVIÇOS POSTAIS",58.36
"06/06","SERVIÇOS POSTAIS",154
"06/06","SERVIÇOS POSTAIS",34.36
"06/06","SERVIÇOS POSTAIS",452.73
"06/06","SERVIÇOS POSTAIS",9.9
"06/06","SERVIÇOS POSTAIS",2.1
"06/06","SERVIÇOS POSTAIS",61.4
"06/06","SERVIÇOS POSTAIS",50.37
"06/06","SERVIÇOS POSTAIS",57.33
"06/06","SERVIÇOS POSTAIS",1542.81
"06/06","SERVIÇOS POSTAIS",34.36
"06/06","SERVIÇOS POSTAIS",78.76
"06/06","SERVIÇOS POSTAIS",23.75
"06/06","SERVIÇOS POSTAIS",78.76
"06/06","SERVIÇOS POSTAIS",43.41
"06/06","SERVIÇOS POSTAIS",523.03
"06/06","SERVIÇOS POSTAIS",23.75
"06/06","SERVIÇOS POSTAIS",324
"06/06","SERVIÇOS POSTAIS",20.47
"06/06","SERVIÇOS POSTAIS",49.65
"06/06","SERVIÇOS POSTAIS",73.3
"06/06","SERVIÇOS POSTAIS",28.71
"06/06","SERVIÇOS POSTAIS",35.94
"06/06","SERVIÇOS POSTAIS",82.66
"06/06","SERVIÇOS POSTAIS",78.43
"06/06","SERVIÇOS POSTAIS",96.55
"06/06","SERVIÇOS POSTAIS",1.5
"06/06","SERVIÇOS POSTAIS",10.9
"06/06","SERVIÇOS POSTAIS",19.5
"06/06","SERVIÇOS POSTAIS",64.1
"06/06","SERVIÇOS POSTAIS",2.1
"06/06","SERVIÇOS POSTAIS",1.5
"06/06","SERVIÇOS POSTAIS",144.6
"06/06","SERVIÇOS POSTAIS",65.3
"06/06","SERVIÇOS POSTAIS",110.25
"06/06","SERVIÇOS POSTAIS",81.04
"06/06","SERVIÇOS POSTAIS",12.7
"06/06","SERVIÇOS POSTAIS",34.36
"06/06","SERVIÇOS POSTAIS",34.36
"06/06","SERVIÇOS POSTAIS",61.4
"06/06","SERVIÇOS POSTAIS",91.46
"06/06","SERVIÇOS POSTAIS",27.65
"06/06","SERVIÇOS POSTAIS",58.36
"06/06","SERVIÇOS POSTAIS",1800
"06/06","SERVIÇOS POSTAIS",1.5
"06/06","SERVIÇOS POSTAIS",50.37
"06/06","SERVIÇOS POSTAIS",67.85
"06/06","SERVIÇOS POSTAIS",2.1
"06/06","SERVIÇOS POSTAIS",2242.56
"06/06","SERVIÇOS POSTAIS",67.7
"06/06","SERVIÇOS POSTAIS",126.06
"06/06","SERVIÇOS POSTAIS",24.55
"06/06","SERVIÇOS POSTAIS",41.09
"06/06","SERVIÇOS POSTAIS",27.65
"06/06","SERVIÇOS POSTAIS",53.1
"06/06","SERVIÇOS POSTAIS",49.05
"06/06","SERVIÇOS POSTAIS",122.5
"06/06","SERVIÇOS POSTAIS",20.98
"06/06","SERVIÇOS POSTAIS",24.6
"06/06","SERVIÇOS POSTAIS",122.5
"06/06","SERVIÇOS POSTAIS",57.33
"06/06","SERVIÇOS POSTAIS",5.6
"06/06","SERVIÇOS POSTAIS",53.25
"06/06","SERVIÇOS POSTAIS",54.68
"06/06","SERVIÇOS POSTAIS",93.1
"06/06","SERVIÇOS POSTAIS",61.75
"06/06","SERVIÇOS POSTAIS",506.35
"06/06","SERVIÇOS POSTAIS",26.81
"06/06","SERVIÇOS POSTAIS",61.4
"06/06","SERVIÇOS POSTAIS",29.7
"06/06","SERVIÇOS POSTAIS",176.42
"06/06","SERVIÇOS POSTAIS",28.81
"06/06","SERVIÇOS POSTAIS",57.33
"06/06","SERVIÇOS POSTAIS",41.09
"06/06","SERVIÇOS POSTAIS",97.2
"06/06","SERVIÇOS POSTAIS",65.4
"06/06","SERVIÇOS POSTAIS",61.4
"06/06","SERVIÇOS POSTAIS",48.94
"06/06","SERVIÇOS POSTAIS",630
"06/06","SERVIÇOS POSTAIS",154.5
"06/06","SERVIÇOS POSTAIS",111.24
"06/06","SERVIÇOS POSTAIS",60
"07/06","SERVIÇOS POSTAIS",10188
"07/06","SERVIÇOS POSTAIS",23.75
"07/06","SERVIÇOS POSTAIS",41.09
"07/06","SERVIÇOS POSTAIS",65.3
"07/06","SERVIÇOS POSTAIS",34.36
"07/06","SERVIÇOS POSTAIS",25.74
"07/06","SERVIÇOS POSTAIS",18.42
"07/06","SERVIÇOS POSTAIS",27.9
"07/06","SERVIÇOS POSTAIS",83.18
"07/06","SERVIÇOS POSTAIS",98.1
"07/06","SERVIÇOS POSTAIS",61.58
"07/06","SERVIÇOS POSTAIS",21.6
"07/06","SERVIÇOS POSTAIS",68.63
"07/06","SERVIÇOS POSTAIS",31.32
"07/06","SERVIÇOS POSTAIS",32.7
"07/06","SERVIÇOS POSTAIS",208.5
"07/06","SERVIÇOS POSTAIS",34.36
"07/06","SERVIÇOS POSTAIS",47.31
"07/06","SERVIÇOS POSTAIS",41.09
"07/06","SERVIÇOS POSTAIS",81.7
"07/06","SERVIÇOS POSTAIS",6
"07/06","SERVIÇOS POSTAIS",93
"07/06","SERVIÇOS POSTAIS",78
"07/06","SERVIÇOS POSTAIS",88
"07/06","SERVIÇOS POSTAIS",34.3
"07/06","SERVIÇOS POSTAIS",240
"07/06","SERVIÇOS POSTAIS",37.2
"07/06","SERVIÇOS POSTAIS",190.5
"07/06","SERVIÇOS POSTAIS",17.95
"07/06","SERVIÇOS POSTAIS",24.7
"07/06","SERVIÇOS POSTAIS",12.35
"07/06","SERVIÇOS POSTAIS",41.09
"07/06","SERVIÇOS POSTAIS",163.38
"07/06","SERVIÇOS POSTAIS",32.7
"07/06","SERVIÇOS POSTAIS",80.57
"07/06","SERVIÇOS POSTAIS",109.2
"07/06","SERVIÇOS POSTAIS",61.4
"07/06","SERVIÇOS POSTAIS",32.7
"07/06","SERVIÇOS POSTAIS",397.59
"07/06","SERVIÇOS POSTAIS",102.7
"07/06","SERVIÇOS POSTAIS",32.85
"07/06","SERVIÇOS POSTAIS",41.09
"07/06","SERVIÇOS POSTAIS",61.4
"07/06","SERVIÇOS POSTAIS",34.3
"07/06","SERVIÇOS POSTAIS",29.39
"07/06","SERVIÇOS POSTAIS",61.4
"07/06","SERVIÇOS POSTAIS",68.97
"07/06","SERVIÇOS POSTAIS",4.5
"07/06","SERVIÇOS POSTAIS",33.44
"07/06","SERVIÇOS POSTAIS",17.01
"07/06","SERVIÇOS POSTAIS",110
"07/06","SERVIÇOS POSTAIS",36.45
"07/06","SERVIÇOS POSTAIS",31.04
"07/06","SERVIÇOS POSTAIS",351.68
"07/06","SERVIÇOS POSTAIS",202.72
"07/06","SERVIÇOS POSTAIS",57.33
"07/06","SERVIÇOS POSTAIS",2.1
"07/06","SERVIÇOS POSTAIS",18.6
"07/06","SERVIÇOS POSTAIS",29.64
"07/06","SERVIÇOS POSTAIS",34.36
"07/06","SERVIÇOS POSTAIS",229.05
"07/06","SERVIÇOS POSTAIS",48.94
"07/06","SERVIÇOS POSTAIS",34.36
"07/06","SERVIÇOS POSTAIS",83.7
"07/06","SERVIÇOS POSTAIS",41.09
"07/06","SERVIÇOS POSTAIS",243.48
"07/06","SERVIÇOS POSTAIS",25.09
"07/06","SERVIÇOS POSTAIS",88
"07/06","SERVIÇOS POSTAIS",43.41
"07/06","SERVIÇOS POSTAIS",12.35
"07/06","SERVIÇOS POSTAIS",24.7
"07/06","SERVIÇOS POSTAIS",60.53
"07/06","SERVIÇOS POSTAIS",36
"07/06","SERVIÇOS POSTAIS",17.78
"07/06","SERVIÇOS POSTAIS",55.5
"07/06","SERVIÇOS POSTAIS",19.05
"07/06","SERVIÇOS POSTAIS",7.2
"07/06","SERVIÇOS POSTAIS",56.23
"07/06","SERVIÇOS POSTAIS",80.7
"07/06","SERVIÇOS POSTAIS",18.59
"07/06","SERVIÇOS POSTAIS",40.94
"07/06","SERVIÇOS POSTAIS",4.5
"07/06","SERVIÇOS POSTAIS",84.6
"07/06","SERVIÇOS POSTAIS",148.04
"07/06","SERVIÇOS POSTAIS",27.45
"07/06","SERVIÇOS POSTAIS",17.35
"07/06","SERVIÇOS POSTAIS",61.4
"07/06","SERVIÇOS POSTAIS",32.7
"07/06","SERVIÇOS POSTAIS",59.17
"07/06","SERVIÇOS POSTAIS",9.9
"07/06","SERVIÇOS POSTAIS",81.5
"07/06","SERVIÇOS POSTAIS",36.6
"07/06","SERVIÇOS POSTAIS",22.3
"07/06","SERVIÇOS POSTAIS",160.55
"07/06","SERVIÇOS POSTAIS",24.7
"07/06","SERVIÇOS POSTAIS",131.3
"07/06","SERVIÇOS POSTAIS",15
"07/06","SERVIÇOS POSTAIS",1.5
"07/06","SERVIÇOS POSTAIS",48.94
"07/06","SERVIÇOS POSTAIS",10.15
"07/06","SERVIÇOS POSTAIS",197.19
"07/06","SERVIÇOS POSTAIS",65.4
"07/06","SERVIÇOS POSTAIS",38.26
"07/06","SERVIÇOS POSTAIS",61.23
"07/06","SERVIÇOS POSTAIS",27.97
"07/06","SERVIÇOS POSTAIS",36.45
"07/06","SERVIÇOS POSTAIS",28.2
"07/06","SERVIÇOS POSTAIS",9.8
"07/06","SERVIÇOS POSTAIS",12.35
"07/06","SERVIÇOS POSTAIS",24.7
"07/06","SERVIÇOS POSTAIS",94.3
"07/06","SERVIÇOS POSTAIS",49
"08/06","SERVIÇOS POSTAIS",1379.84
"08/06","SERVIÇOS POSTAIS",80.7
"08/06","SERVIÇOS POSTAIS",6
"08/06","SERVIÇOS POSTAIS",25.74
"08/06","SERVIÇOS POSTAIS",17.95
"08/06","SERVIÇOS POSTAIS",2.95
"08/06","SERVIÇOS POSTAIS",36.23
"08/06","SERVIÇOS POSTAIS",23.75
"08/06","SERVIÇOS POSTAIS",54.27
"08/06","SERVIÇOS POSTAIS",32.7
"08/06","SERVIÇOS POSTAIS",1004.5
"08/06","SERVIÇOS POSTAIS",9
"08/06","SERVIÇOS POSTAIS",37.05
"08/06","SERVIÇOS POSTAIS",44.99
"08/06","SERVIÇOS POSTAIS",138.6
"08/06","SERVIÇOS POSTAIS",22.09
"08/06","SERVIÇOS POSTAIS",575.16
"08/06","SERVIÇOS POSTAIS",1468.2
"08/06","SERVIÇOS POSTAIS",15.66
"08/06","SERVIÇOS POSTAIS",18.23
"08/06","SERVIÇOS POSTAIS",1.5
"08/06","SERVIÇOS POSTAIS",382.07
"08/06","SERVIÇOS POSTAIS",133.56
"08/06","SERVIÇOS POSTAIS",28.07
"08/06","SERVIÇOS POSTAIS",41.09
"08/06","SERVIÇOS POSTAIS",52.84
"08/06","SERVIÇOS POSTAIS",47.28
"08/06","SERVIÇOS POSTAIS",39
"08/06","SERVIÇOS POSTAIS",7.5
"08/06","SERVIÇOS POSTAIS",18.23
"08/06","SERVIÇOS POSTAIS",30.77
"08/06","SERVIÇOS POSTAIS",35.22
"08/06","SERVIÇOS POSTAIS",27.9
"08/06","SERVIÇOS POSTAIS",61.4
"08/06","SERVIÇOS POSTAIS",55.46
"08/06","SERVIÇOS POSTAIS",50.37
"08/06","SERVIÇOS POSTAIS",61.4
"08/06","SERVIÇOS POSTAIS",17.64
"08/06","SERVIÇOS POSTAIS",103.08
"08/06","SERVIÇOS POSTAIS",64.5
"08/06","SERVIÇOS POSTAIS",57.33
"08/06","SERVIÇOS POSTAIS",24.7
"08/06","SERVIÇOS POSTAIS",4.9
"08/06","SERVIÇOS POSTAIS",85.5
"08/06","SERVIÇOS POSTAIS",160.55
"08/06","SERVIÇOS POSTAIS",12.35
"08/06","SERVIÇOS POSTAIS",61.75
"08/06","SERVIÇOS POSTAIS",4.5
"08/06","SERVIÇOS POSTAIS",94.2
"08/06","SERVIÇOS POSTAIS",345
"08/06","SERVIÇOS POSTAIS",62.08
"08/06","SERVIÇOS POSTAIS",50.37
"08/06","SERVIÇOS POSTAIS",21.25
"08/06","SERVIÇOS POSTAIS",12
"08/06","SERVIÇOS POSTAIS",41.09
"08/06","SERVIÇOS POSTAIS",50.37
"08/06","SERVIÇOS POSTAIS",57
"08/06","SERVIÇOS POSTAIS",65.3
"08/06","SERVIÇOS POSTAIS",3
"08/06","SERVIÇOS POSTAIS",42
"08/06","SERVIÇOS POSTAIS",23.6
"08/06","SERVIÇOS POSTAIS",24
"08/06","SERVIÇOS POSTAIS",4.5
"08/06","SERVIÇOS POSTAIS",81.7
"08/06","SERVIÇOS POSTAIS",48.94
"08/06","SERVIÇOS POSTAIS",50.37
"08/06","SERVIÇOS POSTAIS",32.7
"08/06","SERVIÇOS POSTAIS",68.73
"08/06","SERVIÇOS POSTAIS",50.4
"08/06","SERVIÇOS POSTAIS",52.84
"08/06","SERVIÇOS POSTAIS",23.75
"08/06","SERVIÇOS POSTAIS",20.39
"08/06","SERVIÇOS POSTAIS",67.7
"08/06","SERVIÇOS POSTAIS",32.7
"08/06","SERVIÇOS POSTAIS",27.94
"08/06","SERVIÇOS POSTAIS",62.75
"08/06","SERVIÇOS POSTAIS",60.76
"08/06","SERVIÇOS POSTAIS",43.41
"08/06","SERVIÇOS POSTAIS",6
"08/06","SERVIÇOS POSTAIS",1.5
"08/06","SERVIÇOS POSTAIS",30
"08/06","SERVIÇOS POSTAIS",654.55
"08/06","SERVIÇOS POSTAIS",90
"08/06","SERVIÇOS POSTAIS",78.4
"08/06","SERVIÇOS POSTAIS",98.7
"08/06","SERVIÇOS POSTAIS",50.26
"08/06","SERVIÇOS POSTAIS",15.56
"08/06","SERVIÇOS POSTAIS",57.33
"08/06","SERVIÇOS POSTAIS",23.75
"08/06","SERVIÇOS POSTAIS",22.28
"08/06","SERVIÇOS POSTAIS",39.18
"08/06","SERVIÇOS POSTAIS",49.5
"08/06","SERVIÇOS POSTAIS",222.42
"08/06","SERVIÇOS POSTAIS",18.23
"08/06","SERVIÇOS POSTAIS",415.98
"08/06","SERVIÇOS POSTAIS",309.9
"08/06","SERVIÇOS POSTAIS",47.74
"08/06","SERVIÇOS POSTAIS",17.01
"08/06","SERVIÇOS POSTAIS",68.71
"08/06","SERVIÇOS POSTAIS",67.05
"08/06","SERVIÇOS POSTAIS",36.45
"08/06","SERVIÇOS POSTAIS",53.25
"08/06","SERVIÇOS POSTAIS",33.29
"08/06","SERVIÇOS POSTAIS",97.88
"08/06","SERVIÇOS POSTAIS",48.94
"08/06","SERVIÇOS POSTAIS",32.7
"08/06","SERVIÇOS POSTAIS",44.99
"08/06","SERVIÇOS POSTAIS",42.31
"08/06","SERVIÇOS POSTAIS",12.85
"08/06","SERVIÇOS POSTAIS",99.48
"08/06","SERVIÇOS POSTAIS",61.75
"08/06","SERVIÇOS POSTAIS",23.75
"08/06","SERVIÇOS POSTAIS",10.8
"08/06","SERVIÇOS POSTAIS",22.28
"08/06","SERVIÇOS POSTAIS",2.1
"08/06","SERVIÇOS POSTAIS",12.35
"08/06","SERVIÇOS POSTAIS",120
"08/06","SERVIÇOS POSTAIS",24.7
"08/06","SERVIÇOS POSTAIS",135.85
"08/06","SERVIÇOS POSTAIS",12.35
"08/06","SERVIÇOS POSTAIS",116.75
"08/06","SERVIÇOS POSTAIS",12.35
"08/06","SERVIÇOS POSTAIS",12.35
"08/06","SERVIÇOS POSTAIS",12.35
"08/06","SERVIÇOS POSTAIS",12.35
"08/06","SERVIÇOS POSTAIS",37.05
"09/06","SERVIÇOS POSTAIS",12559.07
"09/06","SERVIÇOS POSTAIS",25.84
"09/06","SERVIÇOS POSTAIS",50.37
"09/06","SERVIÇOS POSTAIS",34.36
"09/06","SERVIÇOS POSTAIS",78.76
"09/06","SERVIÇOS POSTAIS",41.09
"09/06","SERVIÇOS POSTAIS",17.95
"09/06","SERVIÇOS POSTAIS",32.7
"09/06","SERVIÇOS POSTAIS",88
"09/06","SERVIÇOS POSTAIS",1.5
"09/06","SERVIÇOS POSTAIS",6
"09/06","SERVIÇOS POSTAIS",7.5
"09/06","SERVIÇOS POSTAIS",18.9
"09/06","SERVIÇOS POSTAIS",1.5
"09/06","SERVIÇOS POSTAIS",37.05
"09/06","SERVIÇOS POSTAIS",32.7
"09/06","SERVIÇOS POSTAIS",28.81
"09/06","SERVIÇOS POSTAIS",67.7
"09/06","SERVIÇOS POSTAIS",32.7
"09/06","SERVIÇOS POSTAIS",9.9
"09/06","SERVIÇOS POSTAIS",53.25
"09/06","SERVIÇOS POSTAIS",6
"09/06","SERVIÇOS POSTAIS",12.35
"09/06","SERVIÇOS POSTAIS",506.35
"09/06","SERVIÇOS POSTAIS",27
"09/06","SERVIÇOS POSTAIS",61.4
"09/06","SERVIÇOS POSTAIS",27.9
"09/06","SERVIÇOS POSTAIS",88
"09/06","SERVIÇOS POSTAIS",330.7
"09/06","SERVIÇOS POSTAIS",44.99
"09/06","SERVIÇOS POSTAIS",233.5
"09/06","SERVIÇOS POSTAIS",34.36
"09/06","SERVIÇOS POSTAIS",34.36
"09/06","SERVIÇOS POSTAIS",70.81
"09/06","SERVIÇOS POSTAIS",71.6
"09/06","SERVIÇOS POSTAIS",100.74
"09/06","SERVIÇOS POSTAIS",39.68
"09/06","SERVIÇOS POSTAIS",61.4
"09/06","SERVIÇOS POSTAIS",232.8
"09/06","SERVIÇOS POSTAIS",65.07
"09/06","SERVIÇOS POSTAIS",80.7
"09/06","SERVIÇOS POSTAIS",40.03
"09/06","SERVIÇOS POSTAIS",1.5
"09/06","SERVIÇOS POSTAIS",72
"09/06","SERVIÇOS POSTAIS",113.4
"09/06","SERVIÇOS POSTAIS",85.5
"09/06","SERVIÇOS POSTAIS",22.28
"09/06","SERVIÇOS POSTAIS",27.6
"09/06","SERVIÇOS POSTAIS",81.5
"09/06","SERVIÇOS POSTAIS",47.31
"09/06","SERVIÇOS POSTAIS",10.75
"09/06","SERVIÇOS POSTAIS",3318
"09/06","SERVIÇOS POSTAIS",48.18
"09/06","SERVIÇOS POSTAIS",255.19
"09/06","SERVIÇOS POSTAIS",34.36
"09/06","SERVIÇOS POSTAIS",88
"09/06","SERVIÇOS POSTAIS",209.42
"09/06","SERVIÇOS POSTAIS",55.5
"09/06","SERVIÇOS POSTAIS",9.8
"09/06","SERVIÇOS POSTAIS",121.5
"09/06","SERVIÇOS POSTAIS",4.2
"09/06","SERVIÇOS POSTAIS",6
"09/06","SERVIÇOS POSTAIS",1.5
"09/06","SERVIÇOS POSTAIS",2.1
"09/06","SERVIÇOS POSTAIS",16.5
"09/06","SERVIÇOS POSTAIS",61.75
"09/06","SERVIÇOS POSTAIS",18.59
"09/06","SERVIÇOS POSTAIS",61.4
"09/06","SERVIÇOS POSTAIS",329.12
"09/06","SERVIÇOS POSTAIS",22.91
"09/06","SERVIÇOS POSTAIS",32.7
"09/06","SERVIÇOS POSTAIS",19.8
"09/06","SERVIÇOS POSTAIS",34.36
"09/06","SERVIÇOS POSTAIS",23.75
"09/06","SERVIÇOS POSTAIS",47.31
"09/06","SERVIÇOS POSTAIS",48.94
"09/06","SERVIÇOS POSTAIS",175.18
"09/06","SERVIÇOS POSTAIS",48.94
"09/06","SERVIÇOS POSTAIS",49.05
"09/06","SERVIÇOS POSTAIS",245.88
"09/06","SERVIÇOS POSTAIS",48.94
"09/06","SERVIÇOS POSTAIS",60.4
"09/06","SERVIÇOS POSTAIS",2.1
"09/06","SERVIÇOS POSTAIS",1.5
"09/06","SERVIÇOS POSTAIS",23.75
"09/06","SERVIÇOS POSTAIS",34.36
"09/06","SERVIÇOS POSTAIS",99.64
"09/06","SERVIÇOS POSTAIS",34.36
"09/06","SERVIÇOS POSTAIS",1.5
"09/06","SERVIÇOS POSTAIS",67.7
"09/06","SERVIÇOS POSTAIS",4.5
"09/06","SERVIÇOS POSTAIS",64.73
"09/06","SERVIÇOS POSTAIS",88
"09/06","SERVIÇOS POSTAIS",43.41
"09/06","SERVIÇOS POSTAIS",20.91
"09/06","SERVIÇOS POSTAIS",7.5
"09/06","SERVIÇOS POSTAIS",129.36
"09/06","SERVIÇOS POSTAIS",20.11
"09/06","SERVIÇOS POSTAIS",80.7
"09/06","SERVIÇOS POSTAIS",33.43
"09/06","SERVIÇOS POSTAIS",9.3
"09/06","SERVIÇOS POSTAIS",36.6
"09/06","SERVIÇOS POSTAIS",355.5
"09/06","SERVIÇOS POSTAIS",130.58
"09/06","SERVIÇOS POSTAIS",10.5
"09/06","SERVIÇOS POSTAIS",1.5
"09/06","SERVIÇOS POSTAIS",305.58
"09/06","SERVIÇOS POSTAIS",16
"09/06","SERVIÇOS POSTAIS",36.23
"10/06","SERVIÇOS POSTAIS",258.4
"10/06","SERVIÇOS POSTAIS",10.5
"10/06","SERVIÇOS POSTAIS",54.46
"10/06","SERVIÇOS POSTAIS",342.62
"10/06","SERVIÇOS POSTAIS",22.64
"10/06","SERVIÇOS POSTAIS",81.5
"10/06","SERVIÇOS POSTAIS",59.98
"10/06","SERVIÇOS POSTAIS",80.75
"10/06","SERVIÇOS POSTAIS",97.88
"10/06","SERVIÇOS POSTAIS",43.41
"10/06","SERVIÇOS POSTAIS",9.3
"10/06","SERVIÇOS POSTAIS",517.47
"10/06","SERVIÇOS POSTAIS",69.83
"10/06","SERVIÇOS POSTAIS",53.9
"10/06","SERVIÇOS POSTAIS",53.25
"10/06","SERVIÇOS POSTAIS",58.11
"10/06","SERVIÇOS POSTAIS",52.84
"10/06","SERVIÇOS POSTAIS",61.4
"10/06","SERVIÇOS POSTAIS",115
"10/06","SERVIÇOS POSTAIS",61.4
"10/06","SERVIÇOS POSTAIS",187.5
"10/06","SERVIÇOS POSTAIS",32.7
"10/06","SERVIÇOS POSTAIS",387
"10/06","SERVIÇOS POSTAIS",4.5
"10/06","SERVIÇOS POSTAIS",81.5
"10/06","SERVIÇOS POSTAIS",88
"10/06","SERVIÇOS POSTAIS",54.27
"10/06","SERVIÇOS POSTAIS",10.75
"10/06","SERVIÇOS POSTAIS",36.45
"10/06","SERVIÇOS POSTAIS",36.45
"10/06","SERVIÇOS POSTAIS",14.69
"10/06","SERVIÇOS POSTAIS",39
"10/06","SERVIÇOS POSTAIS",27
"10/06","SERVIÇOS POSTAIS",18.93
"10/06","SERVIÇOS POSTAIS",78.76
"10/06","SERVIÇOS POSTAIS",57.33
"10/06","SERVIÇOS POSTAIS",65.3
"10/06","SERVIÇOS POSTAIS",56.6
"10/06","SERVIÇOS POSTAIS",11.8
"10/06","SERVIÇOS POSTAIS",67.7
"10/06","SERVIÇOS POSTAIS",61.99
"10/06","SERVIÇOS POSTAIS",48.94
"10/06","SERVIÇOS POSTAIS",756.5
"10/06","SERVIÇOS POSTAIS",48.94
"10/06","SERVIÇOS POSTAIS",44.96
"10/06","SERVIÇOS POSTAIS",82.79
"10/06","SERVIÇOS POSTAIS",41.09
"10/06","SERVIÇOS POSTAIS",40.35
"10/06","SERVIÇOS POSTAIS",9.3
"10/06","SERVIÇOS POSTAIS",18.23
"10/06","SERVIÇOS POSTAIS",15.66
"10/06","SERVIÇOS POSTAIS",111.76
"10/06","SERVIÇOS POSTAIS",123.39
"10/06","SERVIÇOS POSTAIS",44.6
"10/06","SERVIÇOS POSTAIS",247.5
"10/06","SERVIÇOS POSTAIS",12.35
"10/06","SERVIÇOS POSTAIS",4.5
"10/06","SERVIÇOS POSTAIS",21
"10/06","SERVIÇOS POSTAIS",24.7
"10/06","SERVIÇOS POSTAIS",79.2
"10/06","SERVIÇOS POSTAIS",12.35
"10/06","SERVIÇOS POSTAIS",106.15
"10/06","SERVIÇOS POSTAIS",24.29
"10/06","SERVIÇOS POSTAIS",38.26
"10/06","SERVIÇOS POSTAIS",24.7
"10/06","SERVIÇOS POSTAIS",12.35
"10/06","SERVIÇOS POSTAIS",49.4
"10/06","SERVIÇOS POSTAIS",12.35
"10/06","SERVIÇOS POSTAIS",66.34
"10/06","SERVIÇOS POSTAIS",75.89
"10/06","SERVIÇOS POSTAIS",105.37
"10/06","SERVIÇOS POSTAIS",61.4
"10/06","SERVIÇOS POSTAIS",75
"10/06","SERVIÇOS POSTAIS",6
"10/06","SERVIÇOS POSTAIS",1.5
"10/06","SERVIÇOS POSTAIS",357.7
"10/06","SERVIÇOS POSTAIS",61.4
"10/06","SERVIÇOS POSTAIS",15.11
"10/06","SERVIÇOS POSTAIS",54.27
"10/06","SERVIÇOS POSTAIS",36.17
"10/06","SERVIÇOS POSTAIS",54.27
"10/06","SERVIÇOS POSTAIS",29.23
"10/06","SERVIÇOS POSTAIS",66.6
"10/06","SERVIÇOS POSTAIS",23.75
"10/06","SERVIÇOS POSTAIS",34.36
"10/06","SERVIÇOS POSTAIS",30
"10/06","SERVIÇOS POSTAIS",5.4
"10/06","SERVIÇOS POSTAIS",49.4
"10/06","SERVIÇOS POSTAIS",12.35
"10/06","SERVIÇOS POSTAIS",24.7
"10/06","SERVIÇOS POSTAIS",16.7
"10/06","SERVIÇOS POSTAIS",61.75
"10/06","SERVIÇOS POSTAIS",12.35
"10/06","SERVIÇOS POSTAIS",24.7
"10/06","SERVIÇOS POSTAIS",17.95
"10/06","SERVIÇOS POSTAIS",24.7
"10/06","SERVIÇOS POSTAIS",9
"13/06","SERVIÇOS POSTAIS",282.88
"13/06","SERVIÇOS POSTAIS",97.88
"13/06","SERVIÇOS POSTAIS",36.23
"13/06","SERVIÇOS POSTAIS",34.36
"13/06","SERVIÇOS POSTAIS",25.74
"13/06","SERVIÇOS POSTAIS",19.2
"13/06","SERVIÇOS POSTAIS",74.78
"13/06","SERVIÇOS POSTAIS",88
"13/06","SERVIÇOS POSTAIS",99
"13/06","SERVIÇOS POSTAIS",52.84
"13/06","SERVIÇOS POSTAIS",4.9
"13/06","SERVIÇOS POSTAIS",50.37
"13/06","SERVIÇOS POSTAIS",23.75
"13/06","SERVIÇOS POSTAIS",48.94
"13/06","SERVIÇOS POSTAIS",1.5
"13/06","SERVIÇOS POSTAIS",18.63
"13/06","SERVIÇOS POSTAIS",19.8
"13/06","SERVIÇOS POSTAIS",17.01
"13/06","SERVIÇOS POSTAIS",17.01
"13/06","SERVIÇOS POSTAIS",25.5
"13/06","SERVIÇOS POSTAIS",54.6
"13/06","SERVIÇOS POSTAIS",64.73
